generation,population_length,worst_fit,best_fit,median_fit,average_fit,std_fit,best_fit_candidate_hash,best_fit_candidate_i
0,150,44.06405104950761,0.22238584094551295,16.95687115396781,17.09761678810356,10.785027104419743,[-0.3302629326630173, 0.33661882932233045],0
1,150,41.552140084253296,0.18028917458416277,8.110880834642817,10.254406258552823,7.832135780608438,[-0.32949820453219125, -0.2678061011146404],0
2,150,37.054418621115175,0.021464063783290896,4.425090425998612,6.037559431175599,5.722761059189886,[0.14583708637242054, 0.013985993768554472],0
3,150,20.14953831334044,0.05499329948159459,2.921393619284088,3.2253033510255857,2.90176301499702,[0.08186647819305648, 0.21975254089511775],0
4,150,9.94601835595991,0.09809317379957763,1.6881665703363602,2.0486562868221143,1.7624378817397317,[-0.22316360493977783, 0.21975254089511775],0
5,150,6.242210540370884,0.053388448104294654,0.7962238628699553,1.3127112826684952,1.2628844553663363,[-0.22316360493977783, 0.05988700639184952],0
6,150,3.0496045565215346,0.053388448104294654,0.36503789968690653,0.5709371956156551,0.5893093711791649,[-0.22316360493977783, 0.05988700639184952],1
7,150,1.9665621910322595,0.053388448104294654,0.2236182817300968,0.27972879813560564,0.19583532519194244,[-0.22316360493977783, 0.05988700639184952],2
8,150,0.6223186794110005,0.010288573786311617,0.17595450308563168,0.20016977493539193,0.10713181935842492,[0.08186647819305648, 0.05988700639184952],0
9,150,0.3411661722872231,0.010288573786311617,0.15686024601979814,0.1532821084226886,0.06812015169876992,[0.08186647819305648, 0.05988700639184952],2
10,150,0.3411661722872231,0.010288573786311617,0.11215552032451517,0.10693431910055637,0.05966655375178881,[0.08186647819305648, 0.05988700639184952],11
11,150,0.308446115671632,0.010288573786311617,0.07036533504591058,0.07963764218912626,0.0496396878468705,[0.08186647819305648, 0.05988700639184952],25
12,150,0.1641753885840655,0.010288573786311617,0.053388448104294654,0.05291097800897471,0.03634640034960354,[0.08186647819305648, 0.05988700639184952],43
13,150,0.15686024601979814,0.010288573786311617,0.053388448104294654,0.03610692618694796,0.028512502342848564,[0.08186647819305648, 0.05988700639184952],70
14,150,0.05671840451189222,0.010288573786311617,0.010288573786311617,0.024466562219217364,0.020267067371914176,[0.08186647819305648, 0.05988700639184952],98
15,150,0.053388448104294654,0.010288573786311617,0.010288573786311617,0.012918965664158566,0.010231560813069179,[0.08186647819305648, 0.05988700639184952],138
16,150,0.010288573786311617,0.010288573786311617,0.010288573786311617,0.010288573786311619,1.734723475976807e-18,[0.08186647819305648, 0.05988700639184952],149
