0, 0, 5.906313101968007, [0.12704169974389323, 1.093435736654401], 915293535195438387, None, None
0, 1, 9.74009530274806, [0.7897540173982387, -0.0906916110984266], -8649750382188609069, None, None
0, 2, 11.029763013894573, [-2.1438215083683088, -1.0864937462241437], 536502675256257140, None, None
0, 3, 11.887781951341463, [1.0948335393269488, 2.992381413881149], 4679311843518845027, None, None
0, 4, 12.763427001455728, [-0.05138426221426329, 0.7224533795004744], 3904570456560944996, None, None
0, 5, 13.338039949162608, [-1.1677493168727096, -2.1137555937919377], -3878969743125888014, None, None
0, 6, 14.18925103523269, [-0.9542605835741647, 2.83662294908323], -4779817648301691812, None, None
0, 7, 14.202457698093596, [-1.9103335330176674, -2.9684444295177332], 2831954568984547147, None, None
0, 8, 16.557999506382444, [1.0580770727005948, 2.2458041646990274], -6734530327015636357, None, None
0, 9, 17.477823540846188, [-1.9213745896496972, 0.7167039371727002], -7971347570311216457, None, None
0, 10, 17.888925990522978, [2.8275839139571506, -0.8555076176612753], -6464448173314102137, None, None
0, 11, 18.534388228233386, [-0.7117926515015176, 1.8961401562112838], 3122383980310048546, None, None
0, 12, 18.791386968192636, [-2.2036682915622987, 1.8663815717210124], -7543762822504317783, None, None
0, 13, 19.58570988657945, [-3.0494984814093833, 0.24595749575759474], -7728045817008280902, None, None
0, 14, 19.647506962274868, [-0.2520915788703464, -2.9341751932446947], -1829355028497878860, None, None
0, 15, 20.00897321835356, [-3.841768534173699, -0.05981520258953399], -6791385170973537898, None, None
0, 16, 21.147601140165808, [1.094855215960016, -3.2160327832373], -7373149031034374067, None, None
0, 17, 21.336469642180226, [1.0911908898085878, 2.302625563194268], 7040290116032752755, None, None
0, 18, 23.015899925491606, [1.1137641668016762, -2.7190140850920193], -5728268045639518442, None, None
0, 19, 23.067278779909387, [0.8014193514330392, -1.3133311385670128], 6559634887659302737, None, None
0, 20, 23.188827669288706, [2.8773873470065983, -0.7250687102916835], -3542532644008275225, None, None
0, 21, 23.281883441349397, [0.7817140450923823, -2.243876087336122], -1208165416721602569, None, None
0, 22, 23.653665315023307, [0.5769770156947196, -2.0395928996048314], 6335817491144116690, None, None
0, 23, 24.118988454940492, [-0.3701691482564424, 1.8590318352069506], 6824267825203402727, None, None
0, 24, 24.84754536042464, [-1.268029805480321, 2.205572827975524], 5735104507072469929, None, None
0, 25, 25.172833373507917, [0.9742557052007097, -4.193255960301765], 2782984469255922360, None, None
0, 26, 26.470301649674447, [-1.3721117889301526, -1.8478604727240522], 2372880718495510763, None, None
0, 27, 26.75910116108814, [1.6746734419376947, -2.1615479354522247], 8164351416210370783, None, None
0, 28, 27.87778371501792, [0.25099350524523967, 1.3509736118269302], -8559651527521617666, None, None
0, 29, 28.005154608181904, [-2.6456135699128347, -1.9206083130737612], 1964603868854330327, None, None
